 g__[Clostridium]_innocuum_group	 g__[Eubacterium]_brachy_group	 g__[Eubacterium]_coprostanoligenes_group	 g__[Eubacterium]_hallii_group	 g__[Eubacterium]_xylanophilum_group	 g__[Ruminococcus]_torques_group	 g__67-14	 g__A2	 g__Acetatifactor	 g__Acidibacter	 g__Acidisoma	 g__Acinetobacter	 g__Aeromicrobium	 g__Afipia	 g__Agrococcus	 g__Aliihoeflea	 g__Alistipes	 g__Alloprevotella	 g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	 g__alphaI_cluster	 g__Anaerotruncus	 g__Antricoccus	 g__Arthrobacter	 g__ASF356	 g__Aureimonas	 g__Bacillus	 g__Bacteroides	 g__Bifidobacterium	 g__BIrii41	 g__Blastococcus	 g__Blfdi19	 g__Bosea	 g__Brachybacterium	 g__Bradyrhizobium	 g__Butyricicoccus	 g__Caldicoprobacter	 g__Candidatus_Phytoplasma	 g__Candidatus_Saccharimonas	 g__Caproiciproducens	 g__Carnobacterium	 g__Caulobacter	 g__Cellulomonas	 g__Cellulosimicrobium	 g__Chelativorans	 g__CHKCI002	 g__Chloronema	 g__Christensenellaceae_R-7_group	 g__Chryseobacterium	 g__Citricoccus	 g__Clostridiales_vadinBB60_group	 g__Clostridium_sensu_stricto_1	 g__Corynebacterium_1	 g__Curtobacterium	 g__Cutibacterium	 g__D05-2	 g__Deinococcus	 g__Delftia	 g__Desemzia	 g__Devosia	 g__Domibacillus	 g__Donghicola	 g__Dubosiella	 g__Dysgonomonas	 g__Ellin6055	 g__Enterobacter	 g__Enterococcus	 g__Enterorhabdus	 g__Erwinia	 g__Erysipelatoclostridium	 g__Erysipelotrichaceae	 g__Escherichia-Shigella	 g__Exiguobacterium	 g__Falsirhodobacter	 g__Flavisolibacter	 g__Flavonifractor	 g__Friedmanniella	 g__Frigoribacterium	 g__GCA-900066575	 g__Gemella	 g__Georgenia	 g__GKS98_freshwater_group	 g__Glutamicibacter	 g__Gordonibacter	 g__Ileibacterium	 g__Isoptericola	 g__Jeotgalicoccus	 g__JG30-KF-AS9	 g__JG30-KF-CM45	 g__Kineococcus	 g__Kocuria	 g__Kurthia	 g__Lachnoclostridium	 g__Lachnospiraceae_NK4A136_group	 g__Lachnospiraceae_UCG-001	 g__Lachnospiraceae_UCG-006	 g__Lachnospiraceae_UCG-008	 g__Lactobacillus	 g__Leucobacter	 g__Luteimonas	 g__Marinagarivorans	 g__Marinilactibacillus	 g__Marinovum	 g__Marisediminicola	 g__Marivita	 g__Marmoricola	 g__Marvinbryantia	 g__Massilia	 g__MBA03	 g__Megamonas	 g__Merdibacter	 g__Methylobacterium	 g__Methylotenera	 g__Microbacterium	 g__Micromonospora	 g__Millionella	 g__Modestobacter	 g__Mollicutes_RF39	 g__Muribaculaceae	 g__Mycobacterium	 g__Neptunomonas	 g__Nesterenkonia	 g__Nocardia	 g__Nocardioides	 g__Nocardiopsis	 g__Noviherbaspirillum	 g__Novosphingobium	 g__Ornithinimicrobium	 g__Oscillibacter	 g__Paenibacillus	 g__Paeniglutamicibacter	 g__Pantoea	 g__Parabacteroides	 g__Paracoccus	 g__Parasutterella	 g__Parvularcula	 g__Patulibacter	 g__Pelagibacterium	 g__Phenylobacterium	 g__Plantibacter	 g__Prevotella_9	 g__Prevotellaceae_UCG-001	 g__Promicromonospora	 g__Pseudarthrobacter	 g__Pseudoclavibacter	 g__Pseudokineococcus	 g__Pseudolabrys	 g__Pseudomonas	 g__Psychrobacillus	 g__Quadrisphaera	 g__Ralstonia	 g__Rathayibacter	 g__Rheinheimera	 g__Rhodococcus	 g__Rhodopirellula	 g__Romboutsia	 g__Rothia	 g__Ruminiclostridium	 g__Ruminiclostridium_5	 g__Ruminiclostridium_9	 g__Ruminococcaceae_UCG-013	 g__Ruminococcaceae_UCG-014	 g__Saccharibacillus	 g__Saccharimonadales	 g__Salana	 g__Sanguibacter	 g__Sellimonas	 g__Sodalis	 g__Sphingobacterium	 g__Sphingobium	 g__Sphingomonas	 g__Sporosarcina	 g__Staphylococcus	 g__Stenotrophomonas	 g__Streptococcus	 g__Streptomyces	 g__Subdoligranulum	 g__SWB02	 g__Tardiphaga	 g__Terribacillus	 g__Terrisporobacter	 g__Tianweitania	 g__Tyzzerella	 g__unclassified_Acetobacteraceae	 g__unclassified_Acetobacterales	 g__unclassified_Acidimicrobiia	 g__unclassified_Actinobacteria	 g__unclassified_Alphaproteobacteria	 g__unclassified_Alteromonadales	 g__unclassified_Bacillaceae	 g__unclassified_Bacillales	 g__unclassified_Bacilli	 g__unclassified_Bacteria	 g__unclassified_Bacteroidales	 g__unclassified_Bacteroidia	 g__unclassified_Betaproteobacteriales	 g__unclassified_Bogoriellaceae	 g__unclassified_Burkholderiaceae	 g__unclassified_Carnobacteriaceae	 g__unclassified_Caulobacteraceae	 g__unclassified_Cellvibrionaceae	 g__unclassified_Clostridiales	 g__unclassified_Coriobacteriales	 g__unclassified_Coriobacteriales_Incertae_Sedis	 g__unclassified_Coriobacteriia	 g__unclassified_Corynebacteriaceae	 g__unclassified_Corynebacteriales	 g__unclassified_Desulfovibrionaceae	 g__unclassified_Devosiaceae	 g__unclassified_Eggerthellaceae	 g__unclassified_Enterobacteriaceae	 g__unclassified_Enterococcaceae	 g__unclassified_Erysipelotrichaceae	 g__unclassified_Family_XIII	 g__unclassified_Firmicutes	 g__unclassified_Gammaproteobacteria	 g__unclassified_Geodermatophilaceae	 g__unclassified_Lachnospiraceae	 g__unclassified_Lactobacillales	 g__unclassified_Microbacteriaceae	 g__unclassified_Micrococcaceae	 g__unclassified_Micrococcales	 g__unclassified_Microtrichales	 g__unclassified_Nocardioidaceae	 g__unclassified_Paenibacillaceae	 g__unclassified_Peptostreptococcaceae	 g__unclassified_Planococcaceae	 g__unclassified_Propionibacteriales	 g__unclassified_Proteobacteria	 g__unclassified_Pseudomonadaceae	 g__unclassified_Pseudomonadales	 g__unclassified_Rhizobiaceae	 g__unclassified_Rhizobiales	 g__unclassified_Rhodobacteraceae	 g__unclassified_Ruminococcaceae	 g__unclassified_Saprospiraceae	 g__unclassified_Sphingomonadaceae	 g__unclassified_Spirochaetaceae	 g__unclassified_Staphylococcaceae	 g__unclassified_Stappiaceae	 g__unclassified_Xanthobacteraceae	 g__unclassified_Xanthomonadaceae	 g__uncultured	 g__Virgibacillus	 g__Yangia
 g__Cutibacterium	0	0	0.943249959258153	0	0	0	0	0	0	0.82592569832762	0	0.943249959258153	0.943249959258153	0	0.943249959258153	0	0	0	0.94357729075918	0	0	0	0.943249959258153	0	0.943249959258153	0.94525160304	0	0	0	0	0	0	0.947896291268776	0	0	0	0	0	0	0.943249959258153	0	0.953457626046506	0.943249959258153	0.943249959258153	0	0	0	0.943249959258153	0.943249959258153	0	0	0.956737733867505	0.943052355546899	1	0	0.943249959258153	0.943249959258153	0.934505773785007	0.943249959258153	0.943249959258153	0	0	0	0	0.881435492295962	0.852898401726511	0	0	0	0	0	0.941510747144768	0	0	0	0	0.953966490152747	0	0	0.943249959258153	0.943249959258153	0.943249959258153	0	0	0	0	0	0	0.943249959258153	0.943249959258153	0	0	0	0	0	0	0	0.943249959258153	0.943249959258153	0.943249959258153	0.943249959258153	0	0	0	0	0	0.938355800841963	0	0	0	0.932275159667754	0	0.9500313845391	0	0	0	0	0	0	0	0.943249959258153	0	0.943249959258153	0	0	0	0	0	0.926627351117764	0.943249959258153	0	0	0.943249959258153	0	0	0	0	0	0.943249959258153	0	0	0	0	0.943249959258153	0	0	0	0	0	0	0.943249959258153	0	0.943249959258153	0	0	0	0	0	0	0	0	0.952307614849835	0	0.943249959258153	0.888689574136609	0	0	0.943249959258153	0	0	0	0	0.944709627380775	0.943249959258153	0	0	0.943249959258153	0	0	0	0.957205187652586	0.943249959258153	0	0	0	0	0	0	0.889853446684501	0.95188082956764	0	0	0	0	0.926804718211818	0.943249959258153	0.943991203613832	0.943249959258153	0	0	0.943249959258153	0	0	0	0.943249959258153	0	0	0	0	0	0	0	0	0.950504356033637	0	0	0	0.934188413730266	0.959255391306784	0.943249959258153	0.929651309609683	0	0.943249959258153	0.900231827519943	0	0.94245585666682	0	0.869717796497507	0	0.943249959258153	0.941508892047069	0.908466133059413	0	0.943249959258153	0	0	0	0	0	0	0	0	0	0
 g__D05-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 g__Deinococcus	0	0	1	0	0	0	0	0	0	0.928466712450808	0	1	1	0	1	0	0	0	0.999759183741052	0	0	0	1	0	1	0.99986141074905	0	0	0	0	0	0	0.999793733564747	0	0	0	0	0	0	1	0	0.996715277822692	1	1	0	0	0	1	1	0	0	0.991060251453248	0.999819934821371	0.943249959258153	0	1	1	0.998505696387337	1	1	0	0	0	0	0.876850554567354	0.89360212681823	0	0	0	0	0	0.999944172857947	0	0	0	0	0.998754779399345	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0.999492728400763	0	0	0	0.997799472400858	0	0.999520685482338	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.826787133575139	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.998513744690491	0	1	0.974243693473701	0	0	1	0	0	0	0	0.999549001014283	1	0	0	1	0	0	0	0.988811710139567	1	0	0	0	0	0	0	0	0.998047261472227	0	0	0	0	0.995718500376468	1	0.999881740793963	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0.957381282162209	0	0	0	0.998411186263628	0.996814297801312	1	0.996856606249835	0	1	0.956115306631533	0	0.999400171245443	0	0.895947122935455	0	1	0.999922755465857	0.986459844633706	0	1	0	0	0	0	0	0	0	0	0	0
 g__Delftia	0	0	1	0	0	0	0	0	0	0.928466712450808	0	1	1	0	1	0	0	0	0.999759183741052	0	0	0	1	0	1	0.99986141074905	0	0	0	0	0	0	0.999793733564747	0	0	0	0	0	0	1	0	0.996715277822692	1	1	0	0	0	1	1	0	0	0.991060251453248	0.999819934821371	0.943249959258153	0	1	1	0.998505696387337	1	1	0	0	0	0	0.876850554567354	0.89360212681823	0	0	0	0	0	0.999944172857947	0	0	0	0	0.998754779399345	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0.999492728400763	0	0	0	0.997799472400858	0	0.999520685482338	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.826787133575139	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.998513744690491	0	1	0.974243693473701	0	0	1	0	0	0	0	0.999549001014283	1	0	0	1	0	0	0	0.988811710139567	1	0	0	0	0	0	0	0	0.998047261472227	0	0	0	0	0.995718500376468	1	0.999881740793963	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0.957381282162209	0	0	0	0.998411186263628	0.996814297801312	1	0.996856606249835	0	1	0.956115306631533	0	0.999400171245443	0	0.895947122935455	0	1	0.999922755465857	0.986459844633706	0	1	0	0	0	0	0	0	0	0	0	0
 g__Desemzia	0	0	0.998505696387337	0	0	0	0	0	0	0.922005046233456	0	0.998505696387337	0.998505696387337	0	0.998505696387337	0	0	0	0.998618918847761	0	0	0	0.998505696387337	0	0.998505696387337	0.998002610340707	0	0	0	0	0	0	0.998022266275352	0	0	0	0	0	0	0.998505696387337	0	0.994119463852686	0.998505696387337	0.998505696387337	0	0	0	0.998505696387337	0.998505696387337	0	0	0.987756599041709	0.997928521139075	0.934505773785007	0	0.998505696387337	0.998505696387337	1	0.998505696387337	0.998505696387337	0	0	0	0	0.883341751466333	0.883870162740575	0	0	0	0	0	0.998877671975564	0	0	0	0	0.99658075935705	0	0	0.998505696387337	0.998505696387337	0.998505696387337	0	0	0	0	0	0	0.998505696387337	0.998505696387337	0	0	0	0	0	0	0	0.998505696387337	0.998505696387337	0.998505696387337	0.998505696387337	0	0	0	0	0	0.997707658581419	0	0	0	0.995402617065809	0	0.997024329488874	0	0	0	0	0	0	0	0.998505696387337	0	0.998505696387337	0	0	0	0	0	0.817425170074483	0.998505696387337	0	0	0.998505696387337	0	0	0	0	0	0.998505696387337	0	0	0	0	0.998505696387337	0	0	0	0	0	0	0.998505696387337	0	0.998505696387337	0	0	0	0	0	0	0	0	0.996415334798642	0	0.998505696387337	0.969707142909996	0	0	0.998505696387337	0	0	0	0	0.997202379060397	0.998505696387337	0	0	0.998505696387337	0	0	0	0.985296187939189	0.998505696387337	0	0	0	0	0	0	0	0.994901088457933	0	0	0	0	0.992967721491483	0.998505696387337	0.998112002603668	0.998505696387337	0	0	0.998505696387337	0	0	0	0.998505696387337	0	0	0	0	0	0	0	0	0.952004727893785	0	0	0	0.996149433530835	0.994235113300174	0.998505696387337	0.994284606860313	0	0.998505696387337	0.954748531197211	0	0.997054429165105	0	0.886346329537687	0	0.998505696387337	0.998258761442048	0.982745176628735	0	0.998505696387337	0	0	0	0	0	0	0	0	0	0
 g__Devosia	0	0	1	0	0	0	0	0	0	0.928466712450808	0	1	1	0	1	0	0	0	0.999759183741052	0	0	0	1	0	1	0.99986141074905	0	0	0	0	0	0	0.999793733564747	0	0	0	0	0	0	1	0	0.996715277822692	1	1	0	0	0	1	1	0	0	0.991060251453248	0.999819934821371	0.943249959258153	0	1	1	0.998505696387337	1	1	0	0	0	0	0.876850554567354	0.89360212681823	0	0	0	0	0	0.999944172857947	0	0	0	0	0.998754779399345	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0.999492728400763	0	0	0	0.997799472400858	0	0.999520685482338	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.826787133575139	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.998513744690491	0	1	0.974243693473701	0	0	1	0	0	0	0	0.999549001014283	1	0	0	1	0	0	0	0.988811710139567	1	0	0	0	0	0	0	0	0.998047261472227	0	0	0	0	0.995718500376468	1	0.999881740793963	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0.957381282162209	0	0	0	0.998411186263628	0.996814297801312	1	0.996856606249835	0	1	0.956115306631533	0	0.999400171245443	0	0.895947122935455	0	1	0.999922755465857	0.986459844633706	0	1	0	0	0	0	0	0	0	0	0	0
 g__Domibacillus	0	0	1	0	0	0	0	0	0	0.928466712450808	0	1	1	0	1	0	0	0	0.999759183741052	0	0	0	1	0	1	0.99986141074905	0	0	0	0	0	0	0.999793733564747	0	0	0	0	0	0	1	0	0.996715277822692	1	1	0	0	0	1	1	0	0	0.991060251453248	0.999819934821371	0.943249959258153	0	1	1	0.998505696387337	1	1	0	0	0	0	0.876850554567354	0.89360212681823	0	0	0	0	0	0.999944172857947	0	0	0	0	0.998754779399345	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0.999492728400763	0	0	0	0.997799472400858	0	0.999520685482338	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.826787133575139	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.998513744690491	0	1	0.974243693473701	0	0	1	0	0	0	0	0.999549001014283	1	0	0	1	0	0	0	0.988811710139567	1	0	0	0	0	0	0	0	0.998047261472227	0	0	0	0	0.995718500376468	1	0.999881740793963	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0.957381282162209	0	0	0	0.998411186263628	0.996814297801312	1	0.996856606249835	0	1	0.956115306631533	0	0.999400171245443	0	0.895947122935455	0	1	0.999922755465857	0.986459844633706	0	1	0	0	0	0	0	0	0	0	0	0
 g__Donghicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 g__Dubosiella	0	0	0	0	0	0	0	0	0	0	0.979359235690626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.912042141998356	0	1	0	1	0	0	0.936744361522528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0.943369605190974	0	0	0	0	0	0	0	0	0	0	0	0	0.873129631606942	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.815552355051607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.931100641977985	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83331630244327	0	0	0	0	0	0	0.953561099348419	0	0	0	0
 g__Dysgonomonas	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 g__Ellin6055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 g__Enterobacter	0	0	0.876850554567354	0	0	0	0	0	0	0.842753344355639	0	0.876850554567354	0.876850554567354	0	0.876850554567354	0	0	0	0.885015790315611	0	0	0	0.876850554567354	0	0.876850554567354	0.877406043745277	0	0	0	0	0	0	0.876407347032057	0	0	0	0	0	0	0.876850554567354	0	0.893705535166551	0.876850554567354	0.876850554567354	0	0	0	0.876850554567354	0.876850554567354	0	0	0.90152336502923	0.868139756805527	0.881435492295962	0	0.876850554567354	0.876850554567354	0.883341751466333	0.876850554567354	0.876850554567354	0	0	0	0	1	0.845226694889688	0	0	0	0	0	0.876141046890411	0	0	0	0	0.875114268140829	0	0	0.876850554567354	0.876850554567354	0.876850554567354	0	0	0	0	0	0	0.876850554567354	0.876850554567354	0	0	0	0	0	0	0	0.876850554567354	0.876850554567354	0.876850554567354	0.876850554567354	0	0	0	0	0	0.879982873982676	0	0	0	0.845044125024609	0	0.870322601067743	0	0	0	0	0	0	0	0.876850554567354	0	0.876850554567354	0	0	0	0	0	0	0.876850554567354	0	0	0.876850554567354	0	0	0	0	0	0.876850554567354	0	0	0	0	0.876850554567354	0	0	0	0	0	0	0.876850554567354	0	0.876850554567354	0	0	0	0	0	0	0	0	0.874270369219885	0	0.876850554567354	0	0	0	0.876850554567354	0	0	0	0	0.864968510229326	0.876850554567354	0	0	0.876850554567354	0	0	0	0.903390784171227	0.876850554567354	0	0	0	0	0	0	0	0.888558738617054	0	0	0	0	0.880220913285508	0.876850554567354	0.872021376397122	0.876850554567354	0	0	0.876850554567354	0	0	0	0.876850554567354	0	0	0	0	0	0	0	0	0.909863968563222	0	0	0	0.879800418521706	0.873026941416326	0.876850554567354	0.838394207988998	0	0.876850554567354	0	0	0.88232650409955	0	0	0	0.876850554567354	0.871182196244132	0	0	0.876850554567354	0	0	0	0	0	0	0	0	0	0
 g__Enterococcus	0	0	0.89360212681823	0	0	0	0	0	0	0.96888898243542	0	0.89360212681823	0.89360212681823	0	0.89360212681823	0	0	0	0.891715599060054	0	0	0	0.89360212681823	0	0.89360212681823	0.89983086790699	0	0	0	0	0	0	0.896193847955836	0	0	0	0	0	0	0.89360212681823	0	0.880245453578373	0.89360212681823	0.89360212681823	0	0	0	0.89360212681823	0.89360212681823	0	0	0.868445333966054	0.890581978463358	0.852898401726511	0	0.89360212681823	0.89360212681823	0.883870162740575	0.89360212681823	0.89360212681823	0	0	0	0	0.845226694889688	1	0	0	0	0	0	0.889584913654823	0	0	0	0	0.899308414662704	0	0	0.89360212681823	0.89360212681823	0.89360212681823	0	0	0	0	0	0	0.89360212681823	0.89360212681823	0	0	0	0	0	0	0	0.89360212681823	0.89360212681823	0.89360212681823	0.89360212681823	0	0	0	0	0	0.904974236328214	0	0	0	0.876441643100048	0	0.889264333806799	0	0	0	0	0	0	0	0.89360212681823	0	0.89360212681823	0	0	0	0	0	0.867948646084977	0.89360212681823	0	0	0.89360212681823	0	0	0	0	0	0.89360212681823	0	0	0	0	0.89360212681823	0	0	0	0	0	0	0.89360212681823	0	0.89360212681823	0	0	0	0	0	0	0	0	0.903011981396882	0	0.89360212681823	0.81891159882037	0	0	0.89360212681823	0	0	0	0	0.886398673226293	0.89360212681823	0	0	0.89360212681823	0	0	0	0.864408767592725	0.89360212681823	0	0	0	0	0	0	0.840712898020596	0.916842913533735	0.818172711990179	0	0	0	0.924422338967037	0.89360212681823	0.895182927157855	0.89360212681823	0	0	0.89360212681823	0	0	0	0.89360212681823	0	0	0	0	0	0	0	0	0.81835089200642	0	0	0	0.913302001171662	0.901656982020153	0.89360212681823	0.872637688208897	0	0.89360212681823	0	0	0.907103187158127	0	0	0	0.89360212681823	0.890684866335042	0.843920000854241	0	0.89360212681823	0	0	0	0	0	0	0	0	0	0
 g__Enterorhabdus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 g__Erwinia	0.906437419495065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.906437419495065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.906437419495065	0	0	0.906437419495065	0	0	0	0	0	0	0	0	0	0	0	0	0	0.906437419495065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.906437419495065	0	0	0	0	0	0	0	0	0	0	0.906437419495065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.899803584602579	0	0
 g__Erysipelatoclostridium	0	0	0	0	0	0	0	0	0	0	0.979359235690626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.912042141998356	0	1	0	1	0	0	0.936744361522528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0.943369605190974	0	0	0	0	0	0	0	0	0	0	0	0	0.873129631606942	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.815552355051607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.931100641977985	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83331630244327	0	0	0	0	0	0	0.953561099348419	0	0	0	0
